Section			SDR	Trace_(m)	Number_of_traces	HP_ID_vector
Main_line		17	72		1			1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Connection_pipe		17	10		15			1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
