1U		2U	
kc/ks=2	kc/ks=0.5	kc/ks=2	kc/ks=0.5
-0.002550998	-0.001508758	-0.001051254	-0.000963635
0.037648504	0.022339612	0.01557132	0.014224832
-0.221656436	-0.133121017	-0.092840423	-0.084382743
0.660188288	0.407708853	0.284588767	0.256595271
-1.035589775	-0.67666727	-0.473029441	-0.420659002
0.795245962	0.576742494	0.407267775	0.352371228

