Section			SDR	Trace_(m)	Number_of_traces	Max_pressure_loss_(Pa)	HP_ID_vector
Main_line		17	60		1			4200			1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Branches		17	36		5			2520			1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Connection_pipe		17	5		15			300			1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
