Section			SDR	Trace_(m)	Number_of_traces	Max_pressure_loss_(Pa)	HP_ID_vector
Main_line		17	90		1			9000			1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
Connection_pipe		17	10		21			100			1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
